area_id,score,ground_truth
PL922,High,80.4
PL22C,High,80.3
PL228,High,78.6
PL229,High,80.5
PL22A,Very High,80.1
PL22B,High,79.9
PL224,High,79.8
PL225,High,80.8
PL227,High,75.8
PL822,High,76.9
PL722,High,78.9
PL616,High,78.0
PL617,High,78.0
PL618,High,78.0
PL613,High,81.4
PL619,High,76.9
PL414,High,78.6
PL411,High,80.1
PL415,Very High,85.6
PL418,High,84.5
PL416,High,81.2
PL417,High,83.1
PL623,High,77.4
PL621,High,77.7
PL424,Very High,83.1
PL427,High,76.1
PL428,High,78.5
PL426,High,79.3
PL842,High,80.2
PL515,High,78.9
PL518,High,83.8
PL517,High,79.3
PL514,Very High,86.5
PL524,High,82.5
PL523,High,80.1
PL714,High,81.8
PL713,High,79.5
PL712,High,82.7
PL711,High,83.7
PL715,High,81.8
PL637,High,77.8
PL638,High,78.3
PL633,Very High,84.1
PL634,High,80.3
PL636,High,78.7
PL843,High,79.9
PL431,High,80.1
PL432,High,78.9
PL923,High,79.3
PL924,High,79.7
PL926,High,83.4
PL721,High,78.5
PL823,High,80.4
PL821,Low,75.8
PL824,High,78.6
PL811,High,77.3
PL814,High,80.6
PL812,High,77.5
PL815,High,79.2
PL217,High,80.1
PL214,High,82.9
PL218,High,78.7
PL219,High,80.1
PL21A,High,78.9
PL213,Very High,85.2
PL912,High,83.9
PL913,High,84.6
SK010,Very High,80.2
SK021,High,78.1
SK022,High,78.4
SK023,Low,77.7
SK031,High,75.9
SK032,Low,78.3
SK041,Low,73.6
SK042,High,71.5
CZ010,Very High,65.4
CZ020,High,62.2
CZ080,Medium,59.0
CZ032,Medium,60.8
CZ041,Very Low,62.3
CZ042,Low,57.3
CZ051,Low,57.6
CZ052,Medium,59.6
CZ063,Medium,59.5
CZ064,Low,60.1
CZ071,Medium,58.8
CZ072,Medium,58.4
HU110,Very High,78.4
HU120,High,76.3
HU211,Medium,76.9
HU212,High,74.3
HU213,Medium,74.8
HU221,High,77.9
HU222,High,78.4
HU223,Medium,76.2
HU231,High,72.9
HU232,Medium,66.8
HU311,Medium,70.2
HU312,Medium,73.0
HU313,Low,73.0
HU321,Medium,72.3
HU322,Medium,74.5
HU331,Medium,74.8
HU332,Medium,74.6
HU333,High,73.9
