area_id,score,ground_truth
PL922,Medium,80.4
PL22C,High,80.3
PL228,Medium,78.6
PL229,High,80.5
PL22A,Very High,80.1
PL22B,High,79.9
PL224,High,79.8
PL225,High,80.8
PL227,High,75.8
PL822,Low,76.9
PL722,Low,78.9
PL616,Low,78.0
PL617,Low,78.0
PL618,Low,78.0
PL613,High,81.4
PL619,Low,76.9
PL414,Low,78.6
PL411,Medium,80.1
PL415,Very High,85.6
PL418,High,84.5
PL416,High,81.2
PL417,Low,83.1
PL623,Low,77.4
PL621,Low,77.7
PL424,High,83.1
PL427,Low,76.1
PL428,Medium,78.5
PL426,Low,79.3
PL842,Low,80.2
PL515,Low,78.9
PL518,High,83.8
PL517,Low,79.3
PL514,Very High,86.5
PL524,Low,82.5
PL523,Low,80.1
PL714,Low,81.8
PL713,Medium,79.5
PL712,Low,82.7
PL711,Very High,83.7
PL715,Medium,81.8
PL637,Low,77.8
PL638,Low,78.3
PL633,High,84.1
PL634,High,80.3
PL636,Low,78.7
PL843,Medium,79.9
PL431,High,80.1
PL432,Medium,78.9
PL923,High,79.3
PL924,Low,79.7
PL926,High,83.4
PL721,Low,78.5
PL823,Medium,80.4
PL821,Low,75.8
PL824,Low,78.6
PL811,Low,77.3
PL814,Medium,80.6
PL812,Low,77.5
PL815,Low,79.2
PL217,High,80.1
PL214,High,82.9
PL218,High,78.7
PL219,Medium,80.1
PL21A,High,78.9
PL213,High,85.2
PL912,High,83.9
PL913,High,84.6
SK010,High,80.2
SK021,High,78.1
SK022,Medium,78.4
SK023,Low,77.7
SK031,Low,75.9
SK032,Low,78.3
SK041,Medium,73.6
SK042,High,71.5
CZ010,Very High,65.4
CZ020,Very High,62.2
CZ080,Very Low,59.0
CZ032,Very Low,60.8
CZ041,Very Low,62.3
CZ042,Very Low,57.3
CZ051,Very Low,57.6
CZ052,Medium,59.6
CZ063,Very Low,59.5
CZ064,Medium,60.1
CZ071,Very Low,58.8
CZ072,Very Low,58.4
HU110,Very High,78.4
HU120,High,76.3
HU211,Medium,76.9
HU212,High,74.3
HU213,Low,74.8
HU221,Very High,77.9
HU222,Medium,78.4
HU223,Low,76.2
HU231,Medium,72.9
HU232,Low,66.8
HU311,Low,70.2
HU312,Low,73.0
HU313,Low,73.0
HU321,Medium,72.3
HU322,Low,74.5
HU331,Low,74.8
HU332,Low,74.6
HU333,Medium,73.9
