area_id,score,ground_truth
PL922,Medium,80.4
PL22C,High,80.3
PL228,Medium,78.6
PL229,Medium,80.5
PL22A,Very High,80.1
PL225,High,80.8
PL227,High,75.8
PL822,Low,76.9
PL622,Medium,78.9
PL722,Low,78.9
PL616,Medium,78.0
PL617,Medium,78.0
PL618,Medium,78.0
PL613,Medium,81.4
PL619,Medium,76.9
PL414,High,78.6
PL411,Medium,80.1
PL415,Very High,85.6
PL418,High,84.5
PL416,High,81.2
PL841,Medium,81.7
PL417,Medium,83.1
PL623,Medium,77.4
PL621,Low,77.7
PL427,Medium,76.1
PL428,High,78.5
PL426,High,79.3
PL842,Low,80.2
PL515,High,78.9
PL516,High,79.1
PL518,High,83.8
PL517,Medium,79.3
PL514,Very High,86.5
PL524,Medium,82.5
PL523,Medium,80.1
PL714,Medium,81.8
PL712,Medium,82.7
PL711,Very High,83.7
PL715,Medium,81.8
PL637,Low,77.8
PL638,Medium,78.3
PL633,Very High,84.1
PL634,High,80.3
PL636,Medium,78.7
PL843,Low,79.9
PL432,Medium,78.9
PL923,High,79.3
PL924,High,79.7
PL926,High,83.4
PL921,High,78.5
PL721,Low,78.5
PL823,High,80.4
PL821,Low,75.8
PL824,Low,78.6
PL811,Low,77.3
PL814,High,80.6
PL815,Low,79.2
PL217,High,80.1
PL214,Medium,82.9
PL218,Medium,78.7
PL21A,Medium,78.9
PL213,Very High,85.2
PL912,High,83.9
PL911,Very High,87.0
PL913,Very High,84.6
SK010,High,80.2
SK021,High,78.1
SK022,Medium,78.4
SK023,Medium,77.7
SK031,Medium,75.9
SK032,Medium,78.3
SK041,Low,73.6
SK042,Low,71.5
CZ010,Very High,65.4
CZ020,Very High,62.2
CZ080,High,59.0
CZ031,Medium,59.0
CZ032,Medium,60.8
CZ041,Low,62.3
CZ042,Low,57.3
CZ051,Medium,57.6
CZ052,Medium,59.6
CZ063,Medium,59.5
CZ064,High,60.1
CZ071,High,58.8
CZ072,Medium,58.4
HU110,Very High,78.4
HU120,Very High,76.3
HU211,High,76.9
HU212,High,74.3
HU213,Medium,74.8
HU221,High,77.9
HU222,High,78.4
HU223,Medium,76.2
HU231,Medium,72.9
HU232,Medium,66.8
HU233,Medium,71.1
HU311,Low,70.2
HU312,Low,73.0
HU313,Low,73.0
HU321,Low,72.3
HU322,Medium,74.5
HU331,Medium,74.8
HU332,Low,74.6
HU333,High,73.9
