,desc
0,High
1,Very High
2,High
3,Based on its location in the industrialized Silesian Voivodeship—where even small villages like Ligota Łabędzka tend to have strong commuter ties into the nearby Gliwice/Knurów labour market—the local labour‐force participation is best classed as High.
4,Based on Katowice’s role as a major urban and industrial center in Silesia—with a diversified economy strong service and manufacturing sectors and typically above-average regional employment rates—the labour force participation rate for ulica Tadeusza Kościuszki Brynów-Osiedle Zgrzebnioka Katowice would be classified as: Very High.
5,Based on its location in the industrialized Silesian voivodeship (Zawierciański county) with good access to jobs around Łazy/Częstochowa and the wider Katowice area Rokitno Szlacheckie’s labor‐force‐participation profile aligns with the “High” class.
6,Based on its profile as a mid‐sized industrial city (a “city county”) in Śląskie voivodeship—and by analogy with Nowy Sącz (also classified Medium)—Częstochowa’s labour-force participation best fits the Medium category.
7,Based on Szczyrk’s position as an active mountain‐resort town in the economically strong Silesian region—with year-round hospitality ski‐area and service employment drawing a large share of its working-age residents into the labour force—I would classify its labour‐force participation rate as High.
8,Based on the strong industrial‐legacy economy of the Wodzisławski district in Silesia – a region with above-average employment participation even after mine closures – the labour force participation there would be classified as High.
9,Low
10,Answer: Low
11,"Based on Świętokrzyskie’s generally below-national‐average labour‐force participation (similar to eastern regions like Lubelskie which we classified as Low) and given the rural character of Kluczewsko‐Włoszczowski the most appropriate class is:

Answer: Low"
12,Based on the rural low‐density character of Dębowa Łąka in Wąbrzeźno County (an area with above‐average unemployment rates reliance on agriculture and small‐town services and out-migration of working‐age residents) its labour‐force participation rate is likely below the national average but not at the very lowest extremes.  Answer: Low.
13,Medium
14,Based on Wysoka’s profile as a small fairly remote village in the Tuchola forest district of Kujawsko-Pomorskie—a region with below-average workforce engagement and an ageing rural population—I’d classify its labour-force–participation rate as Low.
15,High
16,Medium
17,Very High
18,Answer: Medium
19,High
20,Low
