,desc
0,Very High
1,"Based on Silesia’s above-average participation rates (comparable rural Silesian localities have been rated “High”) Kobiór’s labour‐force participation would likewise fall into the High category.  
Answer: High"
2,High
3,Answer: High
4,Answer: Very High
5,High
6,"Based on its location in the industrialized Silesian Voivodeship (Wodzisławski district) and by analogy with other Śląskie‐region examples (e.g. Częstochowa Rokitno Szlacheckie) we would expect a High labour‐force participation rate.  
Answer: High"
7,Based on Podkarpackie’s below‐average labour‐force participation (especially in its rural gminas like Laszki) I would classify ulica Wietlin Laszki as Low.
8,Answer: Low
9,Based on its location—a small rural settlement in the relatively less‐industrialized Świętokrzyskie voivodeship—and by analogy with similarly sized villages in Łódzkie and Lubelskie that we rated “Medium” Rączki’s labour‐force participation rate is best classified as Medium.
10,"Based on its rural small‐commune character in Kujawsko-Pomorskie—similar to Sitno (Lubelskie) or Sulejów (Łódzkie) which we rated “Medium”—you’d expect Dębowa Łąka to have a comparable labour‐force participation. 

Answer: Medium"
11,High
12,Answer: Medium
13,High
14,Based on the regional pattern of labour‐force participation in rural Poland (with Lubelskie and Łódzkie villages scoring “Medium” Śląskie/Lubuskie/Małopolskie scoring “High” and Mazowieckie/Zachodniopomorskie scoring “Very High”) a small farm‐village in Kujawsko-Pomorskie like Wieniec Zalesie would align with the “Medium” class.
15,Based on its location in a rural gmina within easy commuting distance of Konin (a significant industrial centre in Wielkopolskie) Daninów is likely to exhibit labour‐force participation above the Polish rural average but not as extreme as peri-Capitals like Warsaw or Szczecin.  I therefore classify it as High.
16,"Based on the pattern that villages in western‐central Poland (Wielkopolskie Lubuskie Śląskie Małopolskie) tend to exhibit higher participation rates (e.g. Bolemin Rokitno Szlacheckie and Morawczyna all falling into “High”) while truly peripheral/eastern rural areas are only “Medium” Dziembowo in Pilski (a western‐central agricultural/commuter zone with reasonable access to Piła’s labor market) aligns with the “High” class.  
Answer: High"
17,Based on Poznań’s status as a major regional capital with a strong local economy and high employment opportunities—especially in its central Stare Miasto district—the labour force participation rate there would be classified as Very High.
18,Answer: High
19,Based on its location in the economically active Ostrów Wielkopolski area of Wielkopolskie – a mid‐sized city catchment with good employment opportunities and commuting links – the labour force participation rate is best classed as High.
20,Answer: Medium. The village of Studzianki lies in Podlaskie one of Poland’s less industrialized more agrarian provinces. Its labour‐force participation closely matches the mid‐range (Medium) level we’ve seen for eastern provinces such as Lubelskie (e.g. Czołki) and Łódzkie (e.g. Łazy Dąbrowa).
21,Based on its rural setting in Greater Poland but good proximity to Grodzisk Wielkopolski (and by extension Poznań) which supports strong employment linkages the labour‐force participation at Kotusz Gmina Kamieniec Grodziski Wielkopolskie would best be classed as: High.
22,"Based on its setting—a small rural village in one of Poland’s least industrialized (and lowest‐employment) voivodeships—Radzie’s labour‐force participation is likely below the national average but still in line with most other rural Polish communities.  
Answer: Medium"
23,"Based on the region’s generally below-national-average participation (similar to Lubelskie or Łódzkie rural districts which we marked as Medium) and given no Polish example has been placed in “Low” the best fit for Majdany Wielkie in Warmińsko-mazurskie is  
Answer: Medium"
24,High
25,High
26,Based on its location in a coastal tourism-driven county (Kołobrzeg) within Zachodniopomorskie and comparing it to the benchmark cases (rural areas in Śląskie Lubuskie Małopolskie all classified as High while more remote eastern villages fell into Medium) Bonin’s labour-force participation is best classed as High.
27,Low
28,High
29,Based on its location in a relatively prosperous labour-market-active part of Lower Silesia (close to the copper‐mining and industrial centres around Lubin/Legnica) and by analogy with similarly placed rural Lower Silesian communities (which we’ve rated “High”) Rynarcice’s district would be classified as: High.
30,Based on Wisznia Mała’s location in the Dolnośląskie region just outside Wrocław (a major economic hub) and by analogy to similarly placed suburbs showing the top participation rates I’d classify its labour-force participation as: Very High.
31,Based on its location in the relatively prosperous Dolnośląskie voivodeship (one of Poland’s stronger labour-market regions) and comparing to similarly sized rural villages in other highly developed provinces (e.g. Śląskie Małopolskie) Wolibórz is very unlikely to fall below the national median participation rate.  I therefore place it in the “High” class.
32,Very High
33,"Based on its proximity to the regional centre Opole (pop. ~126 000) and by analogy with other small communities within commuting range of larger cities (e.g. Niwiski→Siedlce Dąbie→Szczecin both classed “Very High”) I would infer the labour‐force‐participation rate for ulica Cmentarna 17 46-042 Szczedrzyk Ozimek Opolski Opolskie POL as:  
Answer: Very High"
34,Based on its location – a small village in Nysa County (Opolskie being a mid-to-lower-ranked voivodeship in terms of GDP per capita industrialization and labour activity) – Łambinowice’s labour‐force participation is most consistent with the “Medium” category.
35,"Based on its location—a small rural village in Sieradz County (Łódź Voivodeship)—and by analogy with other Polish rural localities in the dataset (which tend to fall into the “Medium” participation bracket unless they’re very remote or heavily industrialized) Wola Będkowska would most plausibly be classified as:

Answer: Medium"
36,Based on its rural character within Łódzkie—mirroring other medium‐rated villages like Łazy Dąbrowa in the same voivodeship—Opole (Parzęczew Zgierski Łódzkie) is best classified as: Medium.
37,Answer: Very High
38,"Based on Skaratki’s profile—a small rural village in Gmina Domaniewice (Łowicki district Łódzkie) with moderate proximity to larger employment centres (Łowicz Łódź) and following the pattern of similar Łódź‐region villages—the labour force participation rate would be best classified as:  
Medium."
39,Medium
40,Answer: High
41,Answer: Very High
42,Based on its location in the economically strong Pomeranian region (close to the Tricity labour market) and by analogy with other small Pomeranian villages showing very high participation Warzno would be classified as Very High.
43,Answer: High
44,Medium
45,High
46,Based on its location in Mazowieckie—just outside the industrial city of Płock—and by analogy with similarly placed rural villages (e.g. Niwiski Mokobody in the same voivodeship which score “Very High”) Trzepowo Nowe’s labour‐force participation can be classed as: Very High.
47,Based on its rural character in a mid‐Mazowieckie county (Makowski) yet benefiting from the generally strong labour‐market pull of the Mazowieckie voivodeship Modzele’s likely labour-force participation falls into the “High” category.
48,Answer: Very High
49,High
50,Based on Świętokrzyskie’s below-national-average labour-force participation and Gruszka’s rural non-metropolitan setting (comparable to other Medium-rated Polish villages) the most appropriate class is: Medium.
51,High
52,"Based on its location in rural Podkarpackie – a less‐developed largely agricultural region similar to the Lubelskie and Łódzkie areas previously classed as “Medium” – the labour‐force participation rate for Bełchówka Bukowsko (Sanocki Podkarpackie) would also be best classified as:  
Medium"
53,Low
54,Medium
55,Based on its location—as a suburban village immediately north of Lublin (a regional capital)—labour‐force participation in Jakubowice Murowane is expected to be strong putting it in the “High” class.
56,"Based on its location in a small predominantly rural part of Lubelskie (similar to Czołki in Sitno which was classified “Medium”) Wąwolnica’s labour‐force participation would likewise fall into the Medium category. So the predicted class is:

Answer: Medium"
57,"Based on its location in Mościce (a built‐up industrial/residential district of Tarnów city in Małopolskie) and by analogy with the “High” rate seen for Częstochowa’s ulica Głogowa and other Polish urban areas of comparable size the labour force participation rate for ulica Wędkarska 33-100 Mościce Tarnów Małopolskie is best classified as:  

Answer: High"
58,"Based on its location in the Kraków commuter‐belt within Małopolskie – a relatively prosperous high-employment area – Ostrężnica would be expected to have a high labour-force participation rate.  
Answer: High"
59,High
60,Based on its location in rural Lesser Poland (Małopolskie)—similar to Morawczyna Nowy Targ (which was classed “High”)—and its relatively strong links to nearby Alwernia and Kraków’s labour market Kwaczała’s labour‐force participation would be best placed in the “High” category.
61,Answer: Very High
62,Very High
63,Based on its urban setting within Warsaw and corresponding high economic activity and labour engagement Praga-Południe would be classified as: Very High.
64,"Based on its location in the immediate Warsaw suburban zone (Warszawski Zachodni) with strong commuter links good infrastructure and higher‐than‐average local employment Ołtarzew’s labour‐force participation most closely aligns with the “Very High” benchmark.  
Answer: Very High"
65,Very High
66,Answer: Very High
67,Based on Trenčín’s solid industrial base and above-Slovak-average labour participation (akin to Poland’s Silesian or Lubuskie levels) Bobot in Trenčín would fall into the “High” class.
68,Based on the location’s rural setting in the mid‐ranking Nitra region and comparing it to the provided qualitative benchmarks Veľká Maňa’s labour force participation would most likely fall into the “Medium” category.
69,Medium
70,Answer: Medium
71,Low
72,High
73,Answer: Very High
74,Based on its location in the prosperous Prague-suburb district (Praha-západ) within Středočeský kraj and its likely high commuter and employment rates the labour-force participation class for Do Krásy Průhonice is: Very High.
75,Based on its location in the relatively industrialized Nový Jičín district of Moravskoslezský kraj—with good access to nearby employment centres but still a small‐village setting—I’d place Výškovice u Slatiny’s labour force participation in the “Medium” category.
76,Based on its location in Jihočeský kraj (South Bohemia)—which typically has labor‐force participation just below the higher Czech regional averages—I would classify Drahotěšice’s participation rate as Medium.
77,High
78,"Based on Karlovarský kraj’s persistently below‐national‐average employment activity (one of the lowest labour‐force‐participation rates in the Czech Republic in the high-60s percent range) and comparing it to the qualitative benchmarks for neighboring regions Loket in 357 33 Karlovarský would be classified as:  
Low"
79,Based on the fact that Lukov lies in the Ústecký kraj—one of the Czech Republic’s historically weakest labour markets with persistently high unemployment and below-average participation rates—I would classify its labour-force participation as Very Low.
80,"Based on the region‐level labour‐force participation patterns in the Czech Republic (with Liberecký kraj sitting close to the national average rather than at the extremes) and given its mix of urban centre (Liberec) and rural/mountain areas the most appropriate qualitative class is:

Medium"
81,High
82,Medium
