,desc
0,High
1,High
2,Based on its setting in a small predominantly rural gmina in Lubliniecki (Powiat lubliniecki) – a county with limited local industry but within commuting distance of larger Silesian employment centres – I would classify its labour‐force participation as Medium.
3,Based on its rural settlement character but location within the economically strong industrial Silesian region (proximity to Gliwice/Katowice labour markets) Ligota Łabędzka’s labour‐force participation would most closely align with the “Medium” benchmark.
4,Based on its location in a major urban and industrial centre (Katowice Śląskie) where labour‐force participation rates tend to be among the highest in Poland the appropriate class is: Very High.
5,Based on its location in a well-industrialized commuter-fed part of Silesia (close to Zawiercie/Katowice) and by analogy with similarly situated Polish villages that exhibit above-average workforce engagement I would classify Rokitno Szlacheckie’s labour force participation rate as High.
6,High
7,Based on the location’s small tourism-driven economy (seasonal jobs limited year-round employment) and by analogy with similarly sized non-metro areas in southern Poland the most likely labour force participation class for Osiedle Zapelenica Szczyrk is: Medium.
8,Based on the location being a small post-industrial town in the Silesian (Śląskie) voivodeship—with a historically strong local labour market driven by mining and manufacturing—I would classify its labour-force participation rate as High.
9,Based on its rural setting in Podkarpackie and by analogy with other Polish villages (which generally fall into the “Medium” class) the labour force participation rate for ulica Wietlin 37-512 Laszki Jarosławski Podkarpackie POL would be classified as: Medium.
10,"Based on the location’s rural character in one of Poland’s less‐developed voivodeships (Świętokrzyskie) – yet by analogy with other Polish villages (e.g. in Podlaskie Dolnośląskie or Warmińsko-Mazurskie) that were all classed as “Medium” – the labour‐force‐participation rate for Rączki Kluczewsko should likewise be assessed as:

Answer: Medium"
11,Medium
12,"Based on the profile of Barcin – a small Kujawsko-Pomorskie town with a mixed agricultural and light-industrial base average commuting patterns and comparing it to similarly sized Polish localities (which generally fall into the “Medium” band) – the most appropriate labour-force-participation classification for

ulica Polna 88-190 Barcin Żniński Kujawsko-Pomorskie POL

is: Medium."
13,"Based on its rural‐village character in the Kuyavian‐Pomeranian region and by analogy with similarly sized settlements (which are typically classified as “Medium”) Wysoka (Cekcyn Tucholski Kujawsko-pomorskie) would be assigned a labour force participation rate of:

Answer: Medium"
14,"Based on its semi‐rural/suburban character (a small village in the Toruń commuter belt) Toporzysko’s labour‐force participation profile is broadly in line with other rural-adjacent Polish communities – i.e. Medium.  
Answer: Medium."
15,"Based on its setting—a small village in the Brześć Kujawski/Włocławek area of Kujawsko-Pomorskie comparable to other rural Polish localities you’ve labeled “Medium” (e.g. Ramsowo Rynarcice Studzianki)—the labour‐force participation there is best classed as:

Answer: Medium"
16,Based on its location in a moderately industrialized commuter‐enabled part of Greater Poland (close to Konin) and by analogy with similar Polish rural communities showing above‐average working‐age engagement Daninów’s labour‐force participation best fits into the “High” category.
17,Based on its rural‐small‐village profile in Wielkopolskie (Pilski county) and comparison with similar Polish localities the labour force participation rate for Dziembowo would be classified as “Medium.”
18,Based on its location in the city‐centre of Poznań (a major regional hub with strong economic activity and high employment levels) the labour‐force participation rate class for Kawiarnia Złota would be: Very High.
19,High
20,Based on its location in a predominantly rural/commuter‐belt gmina in Wielkopolskie (outside any major metropolitan core) its labour‐force participation profile aligns with other Polish districts outside the capital region.  I therefore classify it as: Medium.
21,Based on Kotusz’s location in Wielkopolskie (a relatively strong Poznań‐oriented region) and its rural character (comparable to other villages that still benefit from good local labour markets) the labour force participation rate is best classed as High.
22,Medium
23,Based on its rural setting in the Warmińsko-Mazurskie region (comparable to Ramsowo/Barczewo) Majdany Wielkie’s labour‐force participation would be classified as Medium.
24,Very High
25,Based on its rural character within the Drawsko Pomorskie area (similar in socio‐economic profile to other medium-rated Polish villages) Konotop’s labour-force participation would fall into the “Medium” class.
26,Answer: High
27,Based on its location—a small village in rural West Pomerania without the pull of a major urban centre—and by analogy to other Polish rural localities rated “Medium” Bonin (76-009 Zachodniopomorskie) would likewise be classified as: Medium.
28,"Based on its rural location in Podlaskie and by analogy with similar Podlaskie villages (e.g. Studzianki – Medium) Łopienie-Zyski in Nowe Piekuty would also be classified as:  
Medium"
29,Based on its profile as a small village in Dolnośląskie—analogous to Rynarcice (also classed “Medium”)—we’d predict Mojesz’s labour‐force participation to be Medium.
30,Answer: High
31,Medium
32,Based on the fact that Popowice is an inner‐city district of Wrocław – a major regional economic hub with very strong employment dynamics and labour‐force engagement – its labour force participation rate would fall into the “Very High” category.
33,Based on its setting—a small rural village in Opolskie Voivodeship—and by analogy with similar Polish villages (which consistently fell into the “Medium” bracket) Szczedrzyk’s labour-force participation rate would likewise be classified as Medium.
34,Based on its profile as a small town in Nysa County (Opolskie)—a region whose rural localities tend to fall in the mid‐range of participation—and by analogy with similar villages in Dolnośląskie Podlaskie or Warmińsko-Mazurskie Łambinowice’s labour‐force participation most closely matches the “Medium” benchmark.
35,Based on its rural‐village setting in the Łódzkie province—comparable to other Polish small‐rural locations (Ramsowo Rynarcice Studzianki) that consistently map to “Medium”—Wola Będkowska’s labour-force participation rate would also be classified as Medium.
36,Based on its rural setting in Piotrkowski county (Łódzkie) with typical participation levels seen in similar Polish villages I’d classify Łazy Dąbrowa’s labour‐force participation rate as: Medium.
37,"Based on its being a small rural village in Gmina Parzęczew (Zgierski powiat Łódzkie)—a setting comparable to the other Polish villages classified as “Medium” in labour‐force participation—the most appropriate class is:

Answer: Medium"
38,Based on its location in the central well‐connected urban district of Stary Widzew in Łódź—an area with strong labour‐market dynamics and high workforce engagement—the labour force participation rate class for this address is: Very High.
39,Answer: Medium
40,"Based on its very rural forest‐dominated setting within a national park—and comparing to similarly remote Polish villages (Ramsowo Studzianki Rynarcice all rated “Medium”)—the labour force participation rate for Park Narodowy Bory Tucholskie would likewise be classified as:

Answer: Medium"
41,"Based on its profile as a small village in the largely rural Tczewski district of Pomorskie—and comparing to similar Polish rural localities that consistently fall into the “Medium” labour-force-participation bracket—the most appropriate class for Szprudowo is:

Answer: Medium"
42,Based on its location in a major urban district of Gdańsk (well‐developed residential area with strong economic activity and high employment rates) the labour force participation for Przymorze Małe would be classified as: Very High.
43,High
44,Medium
45,Medium
46,"Based on its setting as a small village in the Deszczno commune (a predominantly rural area on the outskirts of Gorzów Wielkopolski) and by analogy with similarly sized Polish rural localities (e.g. Studzianki Ramsowo Rynarcice all classed as Medium) Bolemin’s labour‐force participation rate is best classified as:  
Medium  "
47,"Based on its rural character in a modest‐performing voivodeship and by analogy with other Polish villages (all of which fell into the “Medium” class) Świdnica (Zielonogórski Lubuskie) is best classified as:  
Medium"
48,Based on its location in the Mazowieckie voivodeship (a region with generally higher participation rates outside Warsaw) and its proximity to Płock—where many residents commute for work—Trzepowo Nowe’s labour-force participation would be classified as High.
49,Based on its location—a small relatively remote village in Maków County Mazowieckie—and by analogy with similarly rural Polish localities (which we’ve classified as “Medium”) Modzele (Gmina Młynarze) is best placed in the Medium labour-force-participation category.
50,"Answer: High  
Rationale: Ciemno Gnojna is a small village in the Żyrardowski (Mazowieckie) commuting belt of the Warsaw region. Although rural its proximity to several commuter towns (Mszczonów Żyrardów and Warsaw itself) gives residents solid access to jobs and tends to boost overall participation rates above the national‐rural average. This pattern mirrors other nearby Mazowieckie localities like Niwiski (rated “High”) rather than more isolated or economically weaker villages. Hence “High” is the best qualitative fit."
51,Medium
52,Based on its peri-urban character (commuting into nearby Rzeszów) but within a generally lower-participation Podkarpackie region Świlcza’s labour force participation would best be classed as Medium.
53,"Based on its location in a small rural village in the relatively less‐developed Podkarpackie region—and by analogy to other rural Polish localities that consistently rate “Medium” in labour‐force participation—I would classify Bełchówka’s labour force participation rate as:

Medium"
54,"Based on its location—a small village in the relatively less-developed Podkarpackie Voivodeship—and by comparison with other Polish rural areas (which generally fall into the “Medium” band unless they’re peri-urban to major centres) Otałęż’s labour-force participation would most consistently be classified as:

Answer: Medium"
55,"Based on its being a small rural settlement in one of Poland’s less‐developed eastern voivodeships—and by analogy with the other Polish villages (most of which fell into the “Medium” class)—Polubicze Wiejskie’s labour‐force participation is best classified as:

Answer: Medium"
56,"Based on its location – a small village in the Lublin (Lubelskie) region just outside the city of Lublin an area with moderate economic activity and a historically below‐national‐average participation rate even accounting for suburban commuting – the most appropriate qualitative class for labour‐force participation at ulica Łysakowska 23 20-257 Jakubowice Murowane (Lublin Lubelskie) is:

Answer: Medium"
57,"For a small village in Sitno (Zamojski powiat) in the Lubelskie province—similar in scale and rural character to the other Polish localities above that consistently fell into the “Medium” bracket—the most appropriate labour‐force‐participation classification is:

Answer: Medium"
58,"Based on its rural location in eastern Poland (Lubelskie Voivodeship) and benchmarked against other small Polish villages (which generally fall into the “Medium” labour‐force‐participation bracket) the labour force participation rate in Wąwolnica is best classified as:

Medium"
59,Medium
60,High
61,"Based on its status as a mid‐sized urban centre in the relatively prosperous Małopolskie voivodeship—with diversified industry services and tourism—Nowy Sącz would be expected to exhibit a relatively strong labour‐force participation rate. 

Answer: High"
62,"Based on the regional profile of Morawczyna (a small village in Nowy Targ County Małopolskie) its mostly rural character (albeit tourism-driven) and by analogy with other Polish rural/District locations that consistently fell into the mid-range category the most plausible labour-force participation rating is:  
Medium"
63,"Based on its rural‐semi-periurban setting in Małopolskie—similar to the other Polish villages that trended “Medium” in labour‐force participation—and despite its relative proximity to Kraków Kwaczała’s overall participation profile is best classified as:

Answer: Medium"
64,"Based on its location within the central urban district of Kraków—an economically dynamic university‐driven and service‐oriented area with strong employment and commuting rates—Podgórze’s labour force participation class would be:  
Very High."
