,desc
0,Based on its location in a moderately prosperous labour‐force‐rich Mazowieckie county (albeit outside the immediate Warsaw metro) and by analogy to similar rural gminy in Mazowieckie that score “Very High” but allowing for a slight discount for being further from major urban centres the labour‐force‐participation class for ulica Ościsłowo 30A-30A Glinojeck gmina is best judged as High.
1,High
2,High
3,High
4,Answer: Very High
5,High
6,Based on its location in the Silesian Voivodeship (a traditionally industrial densely populated area with strong labour‐market links) and by analogy to nearby Śląskie communities (e.g. Częstochowa – High; Rokitno Szlacheckie – High) the labour‐force participation rate for osiedle na Wzgórzu 69 in Rydułtowy Górne is best classified as High.
7,"Based on its location in a relatively less‐active rural part of Podkarpackie (whose participation rates hover just under the national average similar to Lubelskie) the labour‐force participation rate for ulica Wietlin in Laszki Jarosławski Podkarpackie POL is best classified as:  
Answer: Medium"
8,Medium
9,Based on the region’s generally modest economic development its rural character and demographic structure (ageing population out‐migration of working‐age residents) Rączki in Włoszczowski powiat Świętokrzyskie voivodeship would most likely exhibit a labour‐force participation rate in the “Medium” range.
10,High
11,Based on its location—a small town in the mid-range-performing Kujawsko-Pomorskie province similar in profile to other Polish rural communes we’ve rated as “High”—the labour force participation rate for ulica Polna 88-190 Barcin Żniński Kujawsko-Pomorskie POL is best classified as: High.
12,High
13,Answer: High
14,High
15,Based on regional labour‐market characteristics in the Konin area (relatively strong rural employment proximity to Poznań and local industry) and comparing to the other Polish rural benchmarks Daninów (Kazimierz Biskupi Koniński Wielkopolskie) is best classified as High.
16,Answer: High
17,Answer: Very High
18,High
19,Based on its location in the relatively prosperous Wielkopolskie region the size and economic profile of Ostrów Wielkopolski (a mid-sized county seat with diversified industry and services) and by comparing to our other ‘High’‐rated Polish districts we would classify the labour-force participation rate here as: High.
20,Based on its location in the relatively less‐affluent Podlaskie region (comparable to Lubelskie which was classed as Medium) and even allowing for Studzianki’s proximity to Białystok the labour force participation there would best be classed as Medium.
21,High
22,Based on Radzie’s setting—a small village in the relatively low‐GDP high‐unemployment Warmia‐Masuria province—the labour‐force participation would most closely align with the “Medium” benchmark.
23,Based on Warmian-Masurian’s relatively low employment rates and rural character (even below the medium benchmark seen in Lublin) Majdany Wielkie would be classed as Low.
24,Answer: High
25,Based on its location in the economically active Goleniowski district (near Szczecin) but outside the city core we would classify ulica Bolechowo Goleniów gmina Goleniowski Zachodniopomorskie as having a “High” labour force participation rate.
26,Answer: High
27,Based on the location (a small rural village in Podlaskie – one of Poland’s less economically active regions comparable to Lubelskie where we’ve seen a “Medium” labour‐force participation benchmark) and the pattern of previous classifications Łopienie-Zyski would fall into the Medium class.
28,Based on its location in a relatively prosperous western voivodeship (Dolnośląskie) and by analogy with similarly sized rural communities nearby Mojesz is likely to exhibit a High labour‐force participation rate.
29,Based on its location in Dolnośląskie (a relatively prosperous mining‐industrial area around Lubin/Legnica) and by analogy with similar Łódzkie Śląskie and Lubuskie rural districts (all classed “High”) Rynarcice’s labour‐force participation would be classified as: High.
30,Based on its suburban location just north of Wrocław in the economically strong Dolnośląskie region (high commuting rates low unemployment strong local enterprises) and by analogy to other peri-urban localities showing top participation (e.g. Szczecin suburbs) ulica Rakowa in Wisznia Mała would be classified as: Very High.
31,High
32,Answer: Very High
33,High
34,High
35,High
36,High
37,Very High
38,High
39,Answer: Medium
40,High
41,"Based on its location in an urban economically active district of Gdańsk (Przymorze Małe) within the Tricity metropolitan area—characterized by high levels of employment education and commuter activity—the labour force participation rate would be classified as:

Very High"
42,Based on Warzno’s location in the Pomeranian Voivodeship within easy commuting distance of the Tricity (Gdańsk–Gdynia–Sopot) labour market its predominantly working‐age population and good transport links its labour‐force‐participation rate would be classified as: Very High.
43,High
44,Answer: Medium
45,High
