area_id,score,ground_truth
PL213,Very High,766683.0
PL214,Very Low,725128.0
PL217,High,452713.0
PL218,Very High,534399.0
PL21A,Medium,546208.0
PL225,Medium,661228.0
PL227,High,622483.0
PL228,Medium,431037.0
PL229,Very Low,463141.0
PL22A,Very Low,733268.0
PL22C,Medium,392618.0
PL411,Very Low,406147.0
PL414,Very Low,652618.0
PL415,Very High,535946.0
PL416,Medium,665874.0
PL417,Very Low,554079.0
PL418,High,658508.0
PL426,Very Low,350291.0
PL427,Very Low,418331.0
PL428,High,506021.0
PL432,Medium,622872.0
PL514,Very Low,638659.0
PL515,Very Low,552576.0
PL516,Very Low,442785.0
PL517,High,641626.0
PL518,Very Low,589426.0
PL523,Medium,363713.0
PL524,Very Low,582325.0
PL613,Very Low,771746.0
PL616,Low,383322.0
PL617,Medium,359520.0
PL618,Very Low,185908.0
PL619,Very Low,354937.0
PL621,Very Low,517268.0
PL622,Very Low,606469.0
PL623,Very Low,280704.0
PL633,Very High,745972.0
PL634,Very Low,582378.0
PL636,Very Low,328934.0
PL637,Medium,222635.0
PL638,Very Low,425158.0
PL711,Very High,684915.0
PL712,Very Low,385629.0
PL714,Medium,442739.0
PL715,Low,358822.0
PL721,Very Low,753544.0
PL722,Very Low,472699.0
PL811,Very Low,298352.0
PL814,Medium,709993.0
PL815,Low,473468.0
PL821,Very Low,471161.0
PL822,Very Low,384141.0
PL823,Medium,631399.0
PL824,High,599434.0
PL841,Very Low,505188.0
PL842,Very Low,383563.0
PL843,Very Low,263323.0
PL911,Very High,1775986.0
PL912,Very Low,637851.0
PL913,Medium,639267.0
PL921,Very High,605972.0
PL922,Medium,338306.0
PL923,Very Low,325475.0
PL924,Very Low,381313.0
PL926,Very Low,258576.0
SK010,Very High,659598.0
SK021,Medium,563591.0
SK022,Very Low,585882.0
SK023,Very Low,676672.0
SK031,High,691368.0
SK032,Low,647874.0
SK041,Low,825022.0
SK042,Very High,800414.0
CZ010,Very High,1308632.0
CZ020,Low,1369332.0
CZ031,Very Low,642133.0
CZ032,Medium,584672.0
CZ041,Medium,294896.0
CZ042,Very Low,820789.0
CZ051,Low,442356.0
CZ052,Medium,551021.0
CZ063,Low,509274.0
CZ064,Medium,1187667.0
CZ071,Low,632492.0
CZ072,Very Low,582921.0
CZ080,Low,1203299.0
HU110,Very High,1722363.0
HU120,Medium,1270416.0
HU211,Low,417568.0
HU212,High,301371.0
HU213,Low,341367.0
HU221,Medium,457331.0
HU222,Medium,249429.0
HU223,Low,266827.0
HU231,Low,363203.0
HU232,Very Low,299253.0
HU233,Very Low,215946.0
HU311,Very Low,644955.0
HU312,Very Low,293185.0
HU313,Low,187045.0
HU321,Medium,525661.0
HU322,Very Low,368531.0
HU331,Medium,501836.0
HU332,Low,329742.0
HU333,High,398444.0
