area_id,score,ground_truth
PL213,Very High,766683.0
PL214,Very High,725128.0
PL217,Medium,452713.0
PL218,High,534399.0
PL219,Medium,335414.0
PL21A,High,546208.0
PL224,High,510139.0
PL225,Medium,661228.0
PL227,Medium,622483.0
PL228,Medium,431037.0
PL229,Low,463141.0
PL22A,Very High,733268.0
PL22B,Low,675084.0
PL22C,Medium,392618.0
PL411,Low,406147.0
PL414,Very Low,652618.0
PL415,High,535946.0
PL416,Medium,665874.0
PL417,Low,554079.0
PL418,Medium,658508.0
PL424,High,400859.0
PL426,Medium,350291.0
PL427,Low,418331.0
PL428,Low,506021.0
PL431,Medium,380438.0
PL432,Low,622872.0
PL514,High,638659.0
PL515,Low,552576.0
PL517,Medium,641626.0
PL518,Medium,589426.0
PL523,Low,363713.0
PL524,Low,582325.0
PL613,Medium,771746.0
PL616,Low,383322.0
PL617,Low,359520.0
PL618,Medium,185908.0
PL619,Medium,354937.0
PL621,Very Low,517268.0
PL623,Low,280704.0
PL633,Very High,745972.0
PL634,Medium,582378.0
PL636,Low,328934.0
PL637,Very Low,222635.0
PL638,Medium,425158.0
PL711,High,684915.0
PL712,Very Low,385629.0
PL713,Low,581062.0
PL714,Medium,442739.0
PL715,Low,358822.0
PL721,Medium,753544.0
PL722,Low,472699.0
PL811,Low,298352.0
PL812,Low,615481.0
PL814,High,709993.0
PL815,Medium,473468.0
PL821,Very Low,471161.0
PL822,Medium,384141.0
PL823,Medium,631399.0
PL824,Low,599434.0
PL842,Low,383563.0
PL843,Very Low,263323.0
PL912,Low,637851.0
PL913,High,639267.0
PL922,Low,338306.0
PL923,Low,325475.0
PL924,Low,381313.0
PL926,Low,258576.0
SK010,High,659598.0
SK021,High,563591.0
SK022,Very Low,585882.0
SK023,Medium,676672.0
SK031,Medium,691368.0
SK032,Medium,647874.0
SK041,Medium,825022.0
SK042,High,800414.0
CZ010,Very High,1308632.0
CZ020,Medium,1369332.0
CZ032,Very Low,584672.0
CZ041,Low,294896.0
CZ042,Very Low,820789.0
CZ051,Medium,442356.0
CZ052,Medium,551021.0
CZ063,Medium,509274.0
CZ064,High,1187667.0
CZ071,High,632492.0
CZ072,Medium,582921.0
CZ080,High,1203299.0
HU110,Very High,1722363.0
HU120,Medium,1270416.0
HU211,Medium,417568.0
HU212,Medium,301371.0
HU213,Low,341367.0
HU221,Low,457331.0
HU222,Very Low,249429.0
HU223,Very Low,266827.0
HU231,High,363203.0
HU232,Medium,299253.0
HU311,Medium,644955.0
HU312,Low,293185.0
HU313,Very Low,187045.0
HU321,Medium,525661.0
HU322,Medium,368531.0
HU331,Medium,501836.0
HU332,Medium,329742.0
HU333,High,398444.0
