,desc
0,Based on its location in a small predominantly rural gmina of the Ciechanów district (Mazowieckie) with limited higher‐education–driven industries and commuter links we’d place Ościsłowo 30A in the “Low” class for share of university graduates.
1,High
2,Based on its small‐town/rural character in Lubliniecki county (Śląskie) and by analogy with similarly sized Polish localities that fall into the “Low” bracket Koszęcin’s share of university‐educated residents is best classified as Low.
3,Based on its location in a Silesian‐metropolitan commuter zone (Rudziniec commune in Gliwice County) the share of university‐educated residents in Ligota Łabędzka is comparable to other rural Silesian communities with strong urban links (e.g. Rokitno Szlacheckie in Zawierciański). Thus it falls into the “High” bracket.
4,Answer: Very High
5,Medium
6,Medium
7,Low
8,Based on its location—a small rural village in the agricultural lower‐development Warmian-Masurian region near Barczewo/Olsztyn—and by analogy with similar Polish villages I would classify Ramsowo’s share of university-educated residents as Low.
9,Low
10,Answer: Low
11,Medium
12,Low
13,Based on its rural character but close economic and educational pull from Toruń (a major university city) and Bydgoszcz Toporzysko would be rated as Medium.
14,Based on its location – a small village in a largely rural part of Włocławek County (Kujawsko-Pomorskie) with no major university nearby and limited local economic dynamism – the share of university-educated residents is best classified as: Low.
15,Based on its rural character in Konin County—limited local higher‐education institutions out‐migration of graduates to larger cities and by analogy with similar villages in Greater Poland—Daninów’s share of university‐educated residents is best classified as Low.
16,Low
17,Very High
18,Low
19,High
20,Based on the rural setting in the Białostocki county of Podlaskie—an overall below-average higher-education region despite proximity to Białystok—I’d classify Studzianki’s share of university graduates as Low.
21,Low
22,Answer: Low
23,Low
24,Answer: Low
25,Based on its location in the Goleniów county just outside Szczecin—with a mix of urban‐adjacent industrially influenced areas and surrounding rural communes—the share of university‐educated residents is likely above the rural Polish average but below that of a core city like Szczecin. I would classify Goleniów (Goleniowski) at the “Medium” level.
26,Answer: Medium
27,Low
28,Answer: Low
29,Low
30,"Based on its location in the commuter‐belt of Wrocław (a major academic and economic centre) Wisznia Mała is likely to have a relatively high share of university‐educated residents comparable to other suburban/rural gminy around big Polish cities that we’ve classed as “High.” Therefore:

Answer: High"
31,Answer: Medium
32,Very High
33,Answer: Low
34,Low
35,Based on its location—a small predominantly rural village in the Burzenin commune of Sieradz County (Łódź Voivodeship)—and by analogy with other low-density agriculture-oriented areas in central Poland Wola Będkowska is best classified as having a “Low” proportion of university-educated residents.
36,Low
37,Based on its location in the urban core of Łódź (a major academic and industrial centre with multiple universities) Stary Widzew would fall into the “Very High” class for the share of residents holding at least a university degree.
