,desc
0,Based on its location in a small‐town/rural gmina in Ciechanowski (a peripheric part of Mazowieckie) and by analogy to other Polish villages in that voivodeship (e.g. Mokobody) the share of university‐educated residents is best classed as Medium.
1,Based on its location in the Pszczyński district of the highly urbanized Silesian Voivodeship and by analogy with similarly small yet well-commuter‐connected villages like Rokitno Szlacheckie (assigned “High”) Kobiór would also fall into the “High” category.
2,"Based on its location in a moderately well-developed commuter-influenced part of the Śląskie Voivodeship—and by analogy to similarly sized communities in Lubliniecki and neighboring Zawierciański counties which we’ve rated as “High”—the share of university‐educated adults in Koszęcin is best classified as:  
Answer: High"
3,"Based on its location—a small village in the Rudziniec commune of Gliwice County in the Silesian Voivodeship—and by analogy with similarly sized rural communities in Silesia and elsewhere in Poland (which generally fall into the “Medium” bracket for share of university‐educated residents) Ligota Łabędzka is best classified as:

Answer: Medium"
4,Very High
5,High
6,High
7,Based on the location’s rural setting in Podkarpackie (one of Poland’s less‐developed lower‐education provinces) and by analogy with similar districts I would classify its share of university‐educated residents as Low.
8,Based on its rural character in one of Poland’s lower‐GDP voivodeships (Warmian-Masurian) but with close proximity to the regional centre of Olsztyn (improving access to higher‐education institutions) Ramsowo’s share of university graduates most closely aligns with a “Medium” level.
9,Low
10,Based on its rural setting in Wąbrzeski county (Kujawsko-Pomorskie) and by analogy with other Polish villages in similar provinces (which we’ve rated “Medium”) Dębowa Łąka 40 should also be classed as Medium.
11,"Based on Barcin’s profile—a small town in a predominantly rural county with no major university presence but typical levels of secondary‐school completion and some vocational training—the share of university‐educated adults is unlikely to reach the “High” threshold. By analogy with similar Polish small towns in Kujawsko‐Pomorskie and neighboring voivodeships the most fitting class is:

Answer: Medium"
12,"Based on its location in a sparsely populated forestry‐dominated part of north‐central Poland and by analogy with similar rural communes in Kuyavia‐Pomerania and neighbouring voivodeships (which we’ve classified as “Medium”) Wysoka in Gmina Cekcyn Tuchola County would also be rated:  
Answer: Medium"
13,Answer: Medium
14,Answer: Medium
15,"Based on its profile as a semi-rural gmina in the Koniński district (a largely agricultural/industrial county outside of a major metropolitan centre) its share of university‐educated residents fits with the “Medium” benchmark.  
Answer: Medium"
16,Medium
17,Very High
18,Based on its status as a small village in a moderately well‐developed voivodeship (Greater Poland) but still rural and distant from the regional capital Chojno most likely falls into the “Medium” category for the share of university‐educated residents.
19,"Based on its location in the rural gmina surrounding Ostrów Wielkopolski (Wielkopolskie) which—while benefiting from proximity to a regional city—exhibits tertiary‐educated rates comparable to other medium‐level districts the proportion of university graduates would be classified as:

Answer: Medium"
20,Medium. Studzianki is a small village in the Wasilków–Białystok commuter belt: although Podlaskie as a whole lags behind the national average proximity to the regional capital and local commuting patterns push its share of university graduates into a mid-range band. Compared with the very low values seen in remote rural areas and the high values typical of larger urban centers Studzianki aligns best with the “Medium” benchmark.
21,"Based on Kotusz’s setting—a small rural village in Gmina Kamieniec Grodziski (Greater Poland) province—and by analogy with other rural locations in central/western Poland (which typically fall into the “Medium” bracket) the share of university‐educated residents is best classified as:  
Answer: Medium"
22,Based on the largely rural character of Giżycko County in the under-developed Warmińsko-mazurskie Voivodeship—with educational attainment generally below the Polish average—and by analogy to similar Polish rural localities in your benchmark Radzie Wydminy would be classed as Low.
23,Medium
24,Answer: Medium
25,Medium
26,Based on its rural character but relative proximity to small‐town centres in Zachodniopomorskie—and comparing to similar Polish villages that tend to cluster around the “Medium” benchmark—I would classify Bonin (76-009) as having a Medium share of highly educated inhabitants.
27,Very Low
28,Based on its profile as a small village in a non-metropolitan part of Lower Silesia—far from the major urban education hubs yet within a relatively prosperous voivodeship—I would place Mojesz’s share of university‐educated adults at a “Medium” level.
29,Medium
30,Based on its location in the suburban/exurban belt of the Wrocław metropolitan area (Trzebnicki powiat Dolnośląskie) where a high share of residents commute into the city’s universities and professional services the share of university‐educated adults in Wisznia Mała is best classed as High.
