,desc
0,Based on its rural‐small‐town character in Ciechanów County and comparing to the other Polish examples (where similar villages consistently fell into “Low”) I’d classify ulica Ościsłowo 30A-30A Glinojeck gmina as having a Low share of university‐educated residents.
1,"Based on Kobiór’s location in the Silesian metropolitan area (a commuter village within easy reach of Tychy/Katowice) its relatively affluent white-collar/residential character and by analogy with similarly situated small municipalities in Śląskie that we’ve rated “High” I would assign:

Answer: High"
2,"Based on its location in the Silesian voivodeship (a well‐educated industrialized region with strong urban links) and by analogy to similarly sized Silesian localities (e.g. Rokitno Szlacheckie classified as “High”) Koszęcin is likely to have a relatively high share of university‐educated residents.  

Answer: High"
3,Based on its location in a rural area of the Gliwice‐Katowice metropolitan fringe (Śląskie voivodeship) and by analogy to similar Śląskie villages (e.g. Rokitno Szlacheckie → High) I would classify Ligota Łabędzka’s share of university‐educated residents as: High.
4,"Based on Brynów-Osiedle Zgrzebnioka’s location in Katowice – a major regional capital with universities (e.g. University of Silesia) and a strong professional workforce – its share of university‐educated residents is well above the national average.  
Answer: Very High"
5,Medium
6,Low
7,Based on Podkarpackie’s relatively low share of university‐educated residents—especially in the rural Jarosławski district around Laszki—and benchmarking against the other Polish examples I would classify ulica Wietlin Laszki as “Low.”
8,Answer: Low
9,Low
10,"Based on Dębowa Łąka’s profile—a small primarily rural gmina seat in Wąbrzeźno County without major universities or large service‐sector employers—its share of university graduates is expected to fall below the national average for Poland’s districts. Qualitatively it aligns with the “Low” class. 
Answer: Low"
11,"Taking into account Barcin’s status as a small town in the largely rural Żniński district (Kujawsko-Pomorskie)—with limited local higher-education institutions and no major urban center directly within the district—the share of university-educated residents is likely below the national average.  

Answer: Low"
12,Based on its rural location in Gmina Cekcyn (Tuchola County) within the largely forested low‐density Kujawsko-Pomorskie region Wysoka’s share of university‐educated residents is expected to be one of the lower brackets.  Answer: Low
13,"Based on its status as a small village in the commuter hinterland of Toruń (a major university city) and comparing similar rural‐near‐city localities (e.g. Niwiski near Siedlce was rated “Medium”) Toporzysko most likely falls into the “Medium” class for share of university‐educated residents.  
Answer: Medium"
14,Answer: Low
15,Based on the pattern of tertiary‐degree shares in similar Polish districts (rural or small‐urban powiats without a major university or large commuter role) and comparing to our qualitative benchmarks Koniński powiat in Wielkopolskie most closely aligns with the “Low” class.
16,Answer: Low
17,Based on its location in the historic city‐center of Poznań (a major regional capital with universities and a dense professional/academic population) the proportion of university‐educated residents around Kawiarnia Złota is best classified as Very High.
18,Based on its setting—a small village in the Szamotulski district of Wielkopolskie at some distance from major urban employment and education centres (Poznań is ~60 km away)—Chojno is likely to show only a moderate share of university‐educated residents. Answer: Medium.
19,Medium
20,"Based on the region’s overall socioeconomic profile (Podlaskie being one of Poland’s less-affluent more rural voivodeships) the fact that Studzianki lies in Białostocki district (outside the university hub of Białystok) and by analogy with the other rural/Podolskie examples which all fell into “Low” I would classify Studzianki’s share of university-educated residents as:  

Answer: Low"
21,Low
22,Based on its rural character peripheral location in the lightly urbanized Warmian-Masurian Voivodeship and comparison with similar Polish villages Radzie (Wydminy Giżycki) would be classed as: Low.
23,Low
24,Low
25,Low
26,Low
27,Low
28,Answer: Low
29,Based on its being a small village in the Rudna municipality (Lubiński powiat) – despite moderate proximity to the mid‐sized mining town of Lubin – the share of university‐educated residents is likely still below the regional average for Lower Silesia and much lower than in larger urban centers.  I would therefore classify Rynarcice (Rudna Lubiński Dolnośląskie) as Low.
30,Based on its location in the Wrocław commuter belt (Trzebnicki powiat Dolnośląskie) – an affluent suburban‐rural area with many university‐educated residents working in Wrocław – the share of graduates is above the national rural average but below the absolute urban core.  I would therefore classify ulica Rakowa 55-114 Wisznia Mała as having a “High” proportion of highly educated individuals.
31,Based on its rural setting in the Kłodzko area (a small‐town/village environment) and comparing with similar Polish locales the share of university‐educated residents in Wolibórz is best classified as “Low.”
32,Answer: Very High
33,Based on its location in a small‐town/rural gmina of Opolskie (Ozimecki district) which has below-average tertiary attainment compared with Poland’s urban centres I would classify “ulica Cmentarna 17 Szczedrzyk” as: Low.
34,Based on its predominantly rural character relatively low population density and absence of a major university‐educated workforce in the Nysa (Nyski) district Łambinowice would be classified as Low.
35,Low
36,Answer: Low
37,Very High
38,"Based on its rural setting in Gmina Domaniewice (Łowicki) a small‐population commune in central Łódzkie far from major urban centres Skaratki is very unlikely to match the higher education levels seen in cities like Łódź or Szczecin. Its socioeconomic profile aligns with the “Low” class of tertiary‐educated share.  
Answer: Low"
39,"Based on its very rural protected‐area setting deep in Pomerania (far from major urban/university centres) and by analogy with similar Polish National‐Park-area districts the share of university graduates is likely in the lower bracket. 

Answer: Low"
40,Low
41,Very High
42,Medium
43,Based on its rural character (a small village in the Słupsk county’s Dębnica Kaszubska commune) its distance from major urban‐educational centres and by analogy with similarly sized settlements in Pomorskie and neighbouring voivodeships Ochodza is best classified as having a Low proportion of university‐educated residents.
44,Based on Netta Druga’s rural location in Podlaskie—one of Poland’s less tertiary‐educated regions—and the pattern that similar villages consistently fell into the “Low” class the proportion of university graduates here is best classified as Low.
45,Based on its character as a rural/suburban gmina within commuting distance of Zielona Góra (a regional university centre) – and by analogy with similarly situated Polish districts (e.g. Niwiski near Siedlce classified as Medium) – Świdnica (Zielonogórski Lubuskie) would be expected to have a Medium proportion of university‐educated residents.
46,Based on the pattern of earlier examples (small‐village/rural districts in Mazowieckie tending toward Low or Medium with those closest to larger urban centres edging up) Stara Biała (Płocki) – a largely rural district on the outskirts of the industrial city of Płock – would most plausibly fall into the Medium category.
47,"Based on its rural character small population size and distance from major urban education centers Modzele in Gmina Młynarze (Makowski powiat) most closely aligns with regions classified as having a relatively low share of university‐educated residents.  
Answer: Low"
48,Based on its rural character within Gmina Mszczonów (a small‐town/mixed‐agriculture area in Mazowieckie) and by analogy with similar Polish villages the share of university‐educated residents is likely Low.
49,"Based on its size and regional role (a mid‐sized city of around 220 000 in Mazowieckie) and comparing to similar‐scale cities like Częstochowa (High) versus larger metropolises (Very High) Radom’s share of university‐educated residents most closely aligns with the “High” benchmark.  
Answer: High"
