,desc
0,Very Low
1,"Based on its location in the industrialized Silesian Voivodeship—albeit in a relatively small semi‐rural gmina (Kobiór in Pszczyński district)—the accident-at-work rate is likely around the regional mid-range.  
Answer: Medium"
2,Based on its small‐town mixed‐agricultural/manufacturing profile in a lightly industrial part of Silesia (similar to Ramsowo or Rynarcice) Koszęcin most closely aligns with the “Low” benchmark. Answer: Low
3,Answer: High
4,High
5,Answer: Medium
6,Based on its size as an industrial city in the Silesian Voivodeship (a region with elevated workplace‐accident exposure but below Warsaw’s level) Częstochowa would be rated as: High.
7,Answer: Medium
8,Answer: Medium
9,Answer: Very Low
10,Very Low
11,Answer: Very Low
12,Answer: Low
13,Answer: Low
14,Low
15,Based on its rural character within Włocławski (Kujawsko-pomorskie) and benchmarking against similar Polish villages the accident‐at‐work level for Wieniec Zalesie is likely in the Low category.
16,Answer: Low
17,"Based on its profile as a small rural village in Piła County (Wielkopolskie) with limited industrial or high‐risk economic activity—comparable to other Polish villages we rated “Low”—the most appropriate class for Dziembowo is:

Answer: Low"
18,Answer: Low
19,Low
20,Based on the location (a small‐town/rural gmina in Ostrów Wielkopolski County Wielkopolskie) and by analogy with similarly sized districts in the dataset I would classify its occupational‐accident level as: Low.
21,Low
22,Low
23,Low
24,Based on the address being a specific street‐number in an urban (but non‐industrial) part of Szczecin and by analogy with similar Polish city‐address examples the predicted accident‐at‐work level is: Very Low.
25,Low
26,Low
27,Based on its rural peripheral‐province setting (Zachodniopomorskie) and by analogy with other West‐Pomeranian and similarly peripheral locations Bonin would be classified as Low.
28,Based on its rural location in Podlaskie (a low-density low-industrialization area) and by analogy with similar nearby villages (e.g. Studzianki in Białostocki Podlaskie) the expected work-accident level for Łopienie-Żyski is: Very Low.
29,Low
30,Low
31,Based on its rural‐industrial profile in Kłodzki county (Dolnośląskie) and by analogy to similar-sized locales in the same voivodeship Wolibórz is best classified as Low.
32,High
33,Based on the size economic profile and industrial activity of Szczedrzyk (a small village in the Ozimek commune Opolskie voivodeship) alongside the accident-at-work benchmarks for similar Polish rural areas I would classify its expected accident rate as: Low.
34,Low
35,Very Low
36,Answer: Low
37,Answer: Very Low
38,High
39,Based on its very rural character small population and low industrial/employment density in Skaratki (a village in the Gmina Domaniewice Łowicki district Łódzkie) the expected level of work‐related accidents falls into the “Low” class.
40,Based on the rural/natural‐park setting low population density and limited industrial or high‐risk workplaces in Bory Tucholskie (Chojnicki district Pomorskie) the expected number of work‐related accidents would fall into the Very Low class.
41,"Based on its profile as a small predominantly rural locality in Tczewski county (Pomorskie)—similar in scale and economic structure to Ramsowo (Barczewo Warmińsko-mazurskie) or Rynarcice (Rudna Dolnośląskie) both of which were classed as “Low”—Szprudowo’s accident-at-work exposure is best rated as:

Answer: Low"
42,Based on its location in a major urban industrial‐residential district of Gdańsk (Przymorze Małe) – comparable though slightly below the capital’s highest risk areas – the expected accident‐at‐work level is: High.
43,Based on its rural character in Pomorskie (akin to Ramsowo in Warmińsko-mazurskie and Rynarcice in Dolnośląskie) Warzno would fall into the “Low” accidents-at-work category.
44,Very Low
45,Answer: Very Low
46,Low
47,Low
48,Answer: Very Low
49,Based on its rural character in Makowski (Maków) district of Mazowieckie—and by analogy to similarly small‐scale low-industry gminas in the region (e.g. Mokobody/Siedlecki Niwiski; Młynarze is even less urbanized than Radom or Praga)—the expected work‐accident level is: Very Low.
50,Answer: Very Low
51,"Based on its small‐settlement character within a largely rural gmina minimal heavy‐industry presence in Gruszka itself and by analogy to other similarly sized Polish villages that we’ve rated “Very Low” the expected accident‐at‐work rate for Gruszka Zagnańsk Kielecki Świętokrzyskie POL is:

Answer: Very Low"
52,"Based on Świlcza’s position in the Rzeszów metropolitan area (a growing industrial and service hub in Podkarpackie) and comparing it to the benchmarks (where purely rural districts tended toward “Low” and larger metro-adjacent ones toward “Medium”) the most appropriate class is:

Answer: Medium"
53,Answer: Very Low
54,Answer: Low
55,Very Low
