area_id,score,ground_truth
PL922,Low,428
PL22C,High,1363
PL228,High,850
PL229,High,1459
PL22A,Very High,2786
PL225,High,1542
PL227,High,1681
PL822,Low,512
PL622,Low,1252
PL722,Very Low,459
PL616,Low,863
PL617,Medium,605
PL618,Very Low,370
PL613,Medium,2190
PL619,Medium,473
PL414,Medium,1327
PL411,Medium,1069
PL415,High,2221
PL418,Medium,2165
PL416,Low,1643
PL841,Low,1109
PL417,Medium,1615
PL623,Very Low,512
PL621,Very Low,1098
PL427,Low,675
PL428,Medium,1027
PL426,Medium,938
PL842,Very Low,720
PL515,Low,1049
PL516,High,1643
PL518,Medium,1755
PL517,Low,1330
PL514,High,2382
PL524,Medium,1495
PL523,Low,591
PL714,High,648
PL712,Low,734
PL711,High,1993
PL715,High,658
PL637,Very Low,578
PL638,Low,689
PL633,High,2046
PL634,High,948
PL636,Low,887
PL843,Very Low,424
PL432,Medium,1454
PL923,Low,499
PL924,Low,493
PL926,Low,355
PL921,Medium,729
PL721,Medium,1709
PL823,Medium,1169
PL821,Very Low,775
PL824,Medium,875
PL811,Very Low,392
PL814,Very Low,1728
PL815,Very Low,639
PL217,High,568
PL214,Low,834
PL218,Medium,678
PL21A,Medium,967
PL213,High,2144
PL912,Medium,690
PL911,Very High,5853
PL913,High,1089
SK010,Low,726
SK021,High,1213
SK022,Medium,1847
SK023,Low,1252
SK031,Very Low,1420
SK032,Very Low,1332
SK041,Very Low,1359
SK042,High,1013
CZ010,Low,6979
CZ020,High,4329
CZ080,Very High,4442
CZ031,Low,3295
CZ032,Medium,3008
CZ041,Medium,1027
CZ042,Very High,3513
CZ051,High,1584
CZ052,Medium,2473
CZ063,Medium,2561
CZ064,Medium,4336
CZ071,High,2364
CZ072,High,2360
HU110,High,4093
HU120,Medium,2694
HU211,High,1435
HU212,High,1055
HU213,Medium,848
HU221,High,1460
HU222,Low,749
HU223,Very Low,481
HU231,High,964
HU232,Medium,715
HU233,Medium,535
HU311,High,1422
HU312,Very Low,837
HU313,Low,424
HU321,High,1068
HU322,Very Low,944
HU331,Low,1424
HU332,High,650
HU333,Medium,889
