area_id,score,ground_truth
PL922,Low,428
PL22C,Medium,1363
PL228,Medium,850
PL229,High,1459
PL22A,High,2786
PL22B,Medium,1664
PL224,High,805
PL225,Medium,1542
PL227,Medium,1681
PL822,Low,512
PL622,Low,1252
PL722,Low,459
PL616,Low,863
PL617,Low,605
PL618,Low,370
PL613,Medium,2190
PL619,Low,473
PL415,Very High,2221
PL418,Medium,2165
PL416,Medium,1643
PL841,Low,1109
PL417,Medium,1615
PL623,Low,512
PL621,Low,1098
PL424,High,986
PL427,Low,675
PL428,Medium,1027
PL426,Low,938
PL842,Low,720
PL515,Medium,1049
PL516,Medium,1643
PL518,Medium,1755
PL514,High,2382
PL524,Medium,1495
PL523,Low,591
PL713,Low,1057
PL712,Low,734
PL711,Medium,1993
PL715,Low,658
PL637,Low,578
PL638,Low,689
PL633,High,2046
PL634,Low,948
PL636,Low,887
PL843,Low,424
PL431,Low,700
PL432,Low,1454
PL923,Low,499
PL925,Low,653
PL924,Low,493
PL926,Low,355
PL921,High,729
PL721,Low,1709
PL823,Low,1169
PL821,Low,775
PL824,Low,875
PL811,Low,392
PL814,Low,1728
PL815,Low,639
PL217,Medium,568
PL214,Low,834
PL219,Low,295
PL21A,Low,967
PL213,High,2144
PL911,Very High,5853
PL913,High,1089
SK010,High,726
SK021,High,1213
SK022,Low,1847
SK023,Low,1252
SK031,Low,1420
SK032,Low,1332
SK041,Low,1359
SK042,High,1013
CZ020,High,4329
CZ080,High,4442
CZ031,Medium,3295
CZ032,Medium,3008
CZ041,Medium,1027
CZ042,High,3513
CZ051,Medium,1584
CZ052,Medium,2473
CZ053,High,2281
CZ063,Medium,2561
CZ071,High,2364
CZ072,High,2360
HU110,Very High,4093
HU120,Medium,2694
HU211,Low,1435
HU212,Medium,1055
HU213,Very Low,848
HU221,Very Low,1460
HU222,Very Low,749
HU223,Low,481
HU231,Very Low,964
HU232,Very Low,715
HU233,Low,535
HU311,Low,1422
HU312,Low,837
HU321,Medium,1068
HU323,Low,1055
HU322,Low,944
HU331,Low,1424
HU332,Very Low,650
HU333,Medium,889
