area_id,score,ground_truth
PL922,Low,428
PL22C,High,1363
PL228,Low,850
PL229,Low,1459
PL22A,Very High,2786
PL225,Low,1542
PL227,Very High,1681
PL822,Very Low,512
PL622,Very Low,1252
PL722,Very Low,459
PL616,Low,863
PL617,Low,605
PL618,Low,370
PL613,Low,2190
PL619,Low,473
PL414,High,1327
PL411,Low,1069
PL415,High,2221
PL418,Low,2165
PL416,Medium,1643
PL841,Low,1109
PL417,Low,1615
PL623,Low,512
PL621,Low,1098
PL427,Low,675
PL428,High,1027
PL426,Low,938
PL842,Very Low,720
PL515,Low,1049
PL516,Very High,1643
PL518,Low,1755
PL517,Very Low,1330
PL514,High,2382
PL524,Low,1495
PL523,Low,591
PL714,Low,648
PL712,Low,734
PL711,Very High,1993
PL715,Low,658
PL637,Very Low,578
PL638,Low,689
PL633,High,2046
PL634,Low,948
PL636,Low,887
PL843,Very Low,424
PL432,Low,1454
PL923,Medium,499
PL924,Low,493
PL926,Low,355
PL921,Medium,729
PL721,Low,1709
PL823,Medium,1169
PL821,Very Low,775
PL824,Low,875
PL811,Very Low,392
PL814,Medium,1728
PL815,Very Low,639
PL217,High,568
PL214,Low,834
PL218,Medium,678
PL21A,Medium,967
PL213,Medium,2144
PL912,Low,690
PL911,Medium,5853
PL913,High,1089
SK010,Medium,726
SK021,Medium,1213
SK022,Low,1847
SK023,Low,1252
SK031,Very Low,1420
SK032,Very High,1332
SK041,Very Low,1359
SK042,Very High,1013
CZ010,Medium,6979
CZ020,High,4329
CZ080,Very High,4442
CZ031,Low,3295
CZ032,High,3008
CZ041,Low,1027
CZ042,Very High,3513
CZ051,Medium,1584
CZ052,Medium,2473
CZ063,Medium,2561
CZ064,High,4336
CZ071,Medium,2364
CZ072,High,2360
HU110,Very High,4093
HU120,Medium,2694
HU211,High,1435
HU212,High,1055
HU213,Medium,848
HU221,Low,1460
HU222,Very Low,749
HU223,Low,481
HU231,Medium,964
HU232,Low,715
HU233,Low,535
HU311,Very High,1422
HU312,Medium,837
HU313,Very Low,424
HU321,Low,1068
HU322,Low,944
HU331,Medium,1424
HU332,High,650
HU333,High,889
