area_id,score,ground_truth
PL922,Low,428
PL22C,Low,1363
PL228,Medium,850
PL229,Low,1459
PL22A,High,2786
PL225,Low,1542
PL227,High,1681
PL822,Low,512
PL622,Low,1252
PL722,Low,459
PL616,Low,863
PL617,Low,605
PL618,Low,370
PL613,Low,2190
PL619,Low,473
PL414,Medium,1327
PL411,Low,1069
PL415,Medium,2221
PL418,Low,2165
PL416,Medium,1643
PL841,Low,1109
PL417,Medium,1615
PL623,Low,512
PL621,Low,1098
PL427,Low,675
PL428,Medium,1027
PL426,Low,938
PL842,Low,720
PL515,Low,1049
PL516,High,1643
PL518,Medium,1755
PL517,Medium,1330
PL514,Medium,2382
PL524,Low,1495
PL523,Low,591
PL714,Low,648
PL712,Medium,734
PL711,High,1993
PL715,Medium,658
PL637,Very Low,578
PL638,Low,689
PL633,Medium,2046
PL634,Low,948
PL636,Low,887
PL843,Low,424
PL432,Low,1454
PL923,Low,499
PL924,Low,493
PL926,Low,355
PL921,Medium,729
PL721,Medium,1709
PL823,Medium,1169
PL821,Very Low,775
PL824,Medium,875
PL811,Low,392
PL814,Low,1728
PL815,Low,639
PL217,High,568
PL214,Medium,834
PL218,Medium,678
PL21A,Low,967
PL213,Very High,2144
PL912,Low,690
PL911,High,5853
PL913,Medium,1089
SK010,Medium,726
SK021,Medium,1213
SK022,Medium,1847
SK023,Low,1252
SK031,Very Low,1420
SK032,Medium,1332
SK041,High,1359
SK042,Medium,1013
CZ010,Medium,6979
CZ020,Medium,4329
CZ080,Very High,4442
CZ031,Low,3295
CZ032,Medium,3008
CZ041,Medium,1027
CZ042,Very High,3513
CZ051,Medium,1584
CZ052,Medium,2473
CZ063,Medium,2561
CZ064,Low,4336
CZ071,High,2364
CZ072,Medium,2360
HU110,Medium,4093
HU120,Medium,2694
HU211,Medium,1435
HU212,Medium,1055
HU213,Medium,848
HU221,Low,1460
HU222,Low,749
HU223,Low,481
HU231,Medium,964
HU232,Medium,715
HU233,Low,535
HU311,Medium,1422
HU312,Low,837
HU313,Low,424
HU321,Medium,1068
HU322,Very Low,944
HU331,Medium,1424
HU332,Low,650
HU333,Medium,889
