area_id,score,ground_truth
PL922,Low,428
PL22C,Low,1363
PL228,Medium,850
PL229,Low,1459
PL22A,Very High,2786
PL22B,Medium,1664
PL224,High,805
PL225,Low,1542
PL227,High,1681
PL822,Low,512
PL722,Low,459
PL616,Low,863
PL617,Low,605
PL618,Low,370
PL613,Low,2190
PL619,Low,473
PL414,Low,1327
PL411,Low,1069
PL415,High,2221
PL418,Low,2165
PL416,Medium,1643
PL417,Low,1615
PL623,Low,512
PL621,Low,1098
PL424,High,986
PL427,Low,675
PL428,Medium,1027
PL426,Low,938
PL842,Low,720
PL515,Low,1049
PL518,Low,1755
PL517,Low,1330
PL514,High,2382
PL524,Low,1495
PL523,Low,591
PL714,Low,648
PL713,Low,1057
PL712,Low,734
PL711,High,1993
PL715,Low,658
PL637,Very Low,578
PL638,Low,689
PL633,High,2046
PL634,Low,948
PL636,Low,887
PL843,Low,424
PL431,Low,700
PL432,Low,1454
PL923,Low,499
PL924,Very Low,493
PL926,Low,355
PL721,Low,1709
PL823,Low,1169
PL821,Low,775
PL824,Medium,875
PL811,Low,392
PL814,Low,1728
PL812,Low,603
PL815,Low,639
PL217,Medium,568
PL214,Low,834
PL218,Medium,678
PL219,Low,295
PL21A,Low,967
PL213,High,2144
PL912,Very Low,690
PL913,Low,1089
SK010,Very Low,726
SK021,Medium,1213
SK022,Medium,1847
SK023,Low,1252
SK031,Low,1420
SK032,Medium,1332
SK041,Low,1359
SK042,High,1013
CZ010,Very High,6979
CZ020,High,4329
CZ080,Very High,4442
CZ032,High,3008
CZ041,Medium,1027
CZ042,High,3513
CZ051,Medium,1584
CZ052,Medium,2473
CZ063,Medium,2561
CZ064,High,4336
CZ071,Medium,2364
CZ072,Medium,2360
HU110,Very High,4093
HU120,Medium,2694
HU211,Low,1435
HU212,Medium,1055
HU213,Very Low,848
HU221,Medium,1460
HU222,Very Low,749
HU223,Low,481
HU231,Low,964
HU232,Low,715
HU311,Medium,1422
HU312,Very Low,837
HU313,Very Low,424
HU321,Low,1068
HU322,Low,944
HU331,Low,1424
HU332,Low,650
HU333,Medium,889
