area_id,score,ground_truth
PL922,High,18.9
PL22C,High,23.2
PL228,High,21.0
PL229,High,23.8
PL22A,Very High,25.5
PL225,High,22.5
PL227,High,18.6
PL822,Low,20.1
PL622,High,23.7
PL722,Low,18.9
PL616,High,15.3
PL617,High,15.7
PL618,High,14.1
PL613,High,27.6
PL619,High,17.1
PL414,High,18.5
PL411,High,17.2
PL415,Very High,39.4
PL418,High,26.6
PL416,High,18.5
PL841,High,29.4
PL417,High,17.1
PL623,Low,17.9
PL621,High,17.4
PL427,High,15.9
PL428,High,20.8
PL426,Medium,21.6
PL842,Low,19.3
PL515,Medium,18.2
PL516,High,20.7
PL518,High,23.9
PL517,High,18.2
PL514,Very High,41.8
PL524,High,22.3
PL523,Medium,18.1
PL714,High,17.8
PL712,High,23.2
PL711,Very High,30.7
PL715,High,19.5
PL637,High,15.7
PL638,Medium,16.6
PL633,Very High,37.5
PL634,High,22.4
PL636,High,19.5
PL843,Medium,19.3
PL432,High,20.1
PL923,High,21.3
PL924,Medium,19.3
PL926,High,20.8
PL921,High,22.0
PL721,Medium,25.3
PL823,High,26.9
PL821,Low,20.2
PL824,Low,20.0
PL811,High,20.4
PL814,High,30.6
PL815,High,19.2
PL217,High,19.3
PL214,High,23.1
PL218,High,18.8
PL21A,High,20.0
PL213,Very High,43.2
PL912,High,28.7
PL911,Very High,47.4
PL913,High,34.2
SK010,Very High,38.0
SK021,High,18.6
SK022,Very Low,19.4
SK023,Medium,18.7
SK031,Low,20.9
SK032,Medium,18.5
SK041,Very Low,19.2
SK042,High,20.2
CZ010,Very High,33.7
CZ020,Very High,16.9
CZ080,Low,15.4
CZ031,Low,15.1
CZ032,Low,14.5
CZ041,Low,9.6
CZ042,Very Low,10.4
CZ051,Very Low,13.2
CZ052,Medium,13.9
CZ063,Medium,13.4
CZ064,High,20.7
CZ071,Very Low,15.7
CZ072,Medium,15.6
HU110,Very High,38.9
HU120,High,24.4
HU211,Medium,19.4
HU212,Medium,17.4
HU213,Low,18.8
HU221,High,20.5
HU222,Medium,18.2
HU223,Low,17.8
HU231,High,19.6
HU232,Low,16.1
HU233,Low,15.7
HU311,Low,16.1
HU312,Medium,17.3
HU313,Low,13.6
HU321,Low,19.7
HU322,Low,14.8
HU331,Low,16.1
HU332,Low,15.1
HU333,Medium,1.8
