,desc
0,Answer: Very High
1,Answer: Very High
2,Medium
3,Medium
4,"Based on Kwaczała’s size – a rural village of roughly 1 500–2 000 residents – it falls into the Medium population class.  
Answer: Medium"
5,Based on Szczyrk’s status as a small resort town of roughly 4–5 000 inhabitants and comparing it to the provided benchmarks (villages and small towns in the 1–10 000-population range generally falling into Low–Medium with places around 4 000+ tipping into Medium) Osiedle Zapelenica in Szczyrk best matches the Medium class. Answer: Medium.
6,Medium
7,High
8,Low
9,Based on the urban densely populated character of Brynów-Osiedle Zgrzebnioka in Katowice and by comparison with the provided benchmarks this district falls into the “Very High” population class.
10,Medium
11,Based on its status as a small predominantly rural village in Gmina Kaczory (Piła County) with an estimated population well under 1 000 residents Dziembowo falls into the “Low” category.
12,Low
13,Very High
14,Low
15,Low
16,Very Low
17,Low
18,Low
19,Answer: Medium
20,High
21,Answer: Very High
22,Low
23,Low
24,"Based on the size of the Kłodzki district (which is on the order of 150–200 thousand inhabitants) and comparing to the benchmarks (e.g. Zamojski ~110 K→High Piotrkowski ~90 K→Medium) Wolibórz (Nowa Ruda Kłodzki) falls into the “High” class.  
Answer: High"
25,"Based on its location in Trzebnicki (a mid‐sized suburban/rural district of Dolnośląskie with a population on the order of 70–90 000 comparable to Piotrkowski which was classed “Medium”) ulica Rakowa in Wisznia Mała should likewise be classed as:  
Medium."
26,Medium
27,Low
28,Low
29,Low
30,Answer: Medium
31,Low
32,Low
33,Low
34,Answer: Very Low
35,Very Low
36,Answer: Very High
37,Low
38,Low
39,Answer: Very Low
40,Low
41,Answer: Very High
42,Based on its status as a small rural village (just a few‐hundred inhabitants on par with Bolemin or Niwiski) Opole in Gmina Parzęczew would be classified as Low.
43,Low
44,Low
45,Low
46,Based on its location in a small rural gmina (Kluczewsko) of Włoszczowa county and by analogy with similarly sized Polish villages (e.g. Morawczyna → Very Low) Rączki would be classified as Very Low.
47,High
48,Based on its being a suburban (yet still non‐urban) locality on the outskirts of Lublin – a major regional capital – we would place its district‐level population class in the “High” category.
49,Low
50,Very Low
51,High
52,Based on its role as the seat of Gmina Świlcza and a population in the several‐thousand range (around 6–9 000 residents) Świlcza would fall into the “High” class.
53,Medium
54,Low
55,Very Low
56,Low
57,Answer: Very High
58,Based on its status as a small rural village within the Dębe Wielkie commune (a total‐gmina population of ~10 000 but individual settlements typically well under 1 000 inhabitants) and by comparison to other similarly sized Polish villages (e.g. Niwiski Bolemin) Kąty Goździejewskie is best classified in the “Low” population category.
59,Low
60,Answer: Medium
61,Based on its location in the small rural gmina of Glinojeck (pop. ~8 000) and the fact that Ościsłowo itself is only a few‐hundred–inhabitant village the appropriate population band is Low.
62,Based on its status as a small rural village in Gmina Stara Biała (Płock County) with only a few hundred inhabitants at most Trzepowo Nowe falls into the “Low” population‐size class.
63,Very Low
64,Low
65,High
66,Based on its size (Trnava city ≈ 65 000 inhabitants) and in line with the examples above it falls into the “Medium” population class.
67,"Based on Bobot being a cadastral part of the city of Trenčín (i.e. an urban neighborhood with a few‐thousand inhabitants higher density than a village but smaller than a city proper) it best fits into the medium‐population category.  

Answer: Medium"
68,Low
69,Answer: Medium
70,Medium
71,Answer: Very Low
72,Medium
73,Answer: Very High
74,Low
75,Answer: Very Low
76,Based on Bolkov’s very small municipal population (on the order of only a few‐dozen to a few‐hundred inhabitants) it falls into the “Very Low” bracket.
77,Medium
78,Low
79,Answer: Medium
80,Medium
81,Medium
82,Based on Holasice’s status as a small rural municipality in South Moravia (Jihomoravský kraj) with well under 2 000 inhabitants it falls into the “Low” population category.
83,"Based on the size of most Czech‐Moravian villages bearing the name “Újezd” and in particular the one using the 783 96 postal code in Olomoucký kraj (which has on the order of one to one and a half thousand inhabitants) it falls squarely into our “Medium” category. 

Answer: Medium"
84,Very High
85,Based on its status as a small village‐part of Bílovec (Nový Jičín district) with well under 1 000 inhabitants (roughly 500–700 people) Výškovice u Slatiny best fits into the “Low” population class.
86,Very High
87,"Based on its size (Gyömrő is a small town of roughly 15–20 000 inhabitants comparable to Baktalórántháza) it falls into the Medium class.  
Answer: Medium"
88,Low
89,High
90,Very Low
91,Low
92,Low
93,Based on Söjtör’s size (roughly 1–2 thousand inhabitants) it falls into the “Medium” class.
94,Medium
95,Low
96,Very Low
97,Medium
98,Answer: Low
99,Low
100,Medium
101,Very Low
102,High
103,Low
104,Medium
